census_tract,total_loans,va_loans,va_total_amount,conv_loans,fha_loans
04027011117,107,18,5370000,63,26
04027011118,34,10,1840000,13,11
04027011119,49,14,4580000,22,13
04027011120,42,6,1340000,26,10
04027011121,376,91,29875000,150,135
04027011122,30,7,1515000,11,12
04027011123,47,13,3455000,21,13
04027011124,58,12,2100000,33,13
04027011125,54,12,4740000,39,3
04027011202,28,1,175000,13,13
04027011203,22,6,1070000,11,3
04027011204,68,15,4145000,36,16
04027011403,31,0,0,18,10
04027011405,26,0,0,20,6
04027011407,52,4,1100000,26,17
04027011408,29,1,205000,17,11
04027011501,7,0,0,4,2
04027011503,34,2,610000,21,9
04027011505,52,4,960000,26,16
04027011506,38,4,1080000,17,15
04027011601,49,3,715000,21,18
04027011602,10,0,0,4,6
04027011700,22,1,125000,15,6
04027011801,125,17,8015000,64,32
04027011802,21,4,2270000,12,5
04027012100,3,0,0,1,2
04027980005,74,1,265000,22,34
NA,627,14,5660000,593,20
