census_tract,total_loans,va_loans,va_total_amount,conv_loans,fha_loans
06037109100,43,1,785000,37,5
06037540700,29,0,0,24,5
06095251901,61,6,2800000,46,9
06085505305,42,1,705000,40,1
06029003600,49,0,0,31,18
06037404402,28,0,0,21,7
06071000401,72,4,2540000,59,9
06067007906,52,3,2085000,45,4
06071004401,51,1,295000,34,16
06059110007,72,0,0,71,1
06037400402,61,0,0,59,2
06037241400,24,0,0,16,8
06071008716,143,11,6485000,112,20
06065031001,82,7,3445000,54,21
06037408402,58,1,1145000,52,5
06095251902,66,2,930000,52,12
06001407200,30,1,1235000,25,4
06073009305,50,6,4900000,43,1
06013338302,82,0,0,82,0
06059099305,46,0,0,41,5
06065031002,53,1,465000,34,18
06071008402,91,2,1290000,75,14
06059110008,57,2,2610000,52,3
06083002705,38,3,885000,27,8
06095251903,58,1,635000,41,16
06073009306,72,6,4760000,62,4
06037400403,73,3,1705000,67,3
06073009307,36,3,2335000,30,3
06071004403,47,0,0,36,11
06071000403,41,1,1075000,36,4
06071008403,84,3,1655000,76,5
06037400404,62,1,705000,59,2
06059099306,69,2,3510000,63,4
06083002706,38,3,1545000,23,12
06071008404,9,1,635000,7,1
06083002707,26,1,335000,20,5
06071004404,43,0,0,35,8
06059099307,26,1,725000,25,0
06087100200,59,0,0,56,3
06073009308,42,5,2585000,36,1
06071000404,41,1,485000,36,4
06001451701,61,0,0,58,3
06025011001,106,10,3740000,54,40
06059099308,91,2,2250000,88,1
06071008405,55,2,720000,41,12
06065046401,58,4,1990000,34,20
06033000100,28,1,405000,24,3
06083002708,28,3,1615000,18,7
06023940000,8,0,0,5,3
06013316000,5,1,765000,4,0
06083002709,23,2,930000,18,3
06059011300,30,1,1215000,29,0
06065043520,79,17,7845000,45,17
06071008406,57,2,1080000,50,5
06059099309,89,0,0,87,2
06037408133,35,2,1330000,31,2
06075047801,16,0,0,16,0
06013312000,31,2,910000,22,7
06025011002,155,18,7500000,93,42
06037651302,75,1,1115000,73,1
06065046402,78,8,3790000,47,23
06073020105,55,6,3870000,46,3
06001451703,63,0,0,56,7
06065043521,43,0,0,26,16
06067000400,35,1,875000,33,1
06073020106,58,4,2990000,47,7
06065046403,101,10,4570000,65,26
06081610100,20,0,0,20,0
06075047802,13,0,0,13,0
06001451704,73,2,2890000,70,1
06037408134,22,0,0,21,1
06065043522,13,0,0,8,5
06013389100,16,0,0,15,1
06037408135,33,0,0,32,1
06065046404,75,5,1815000,46,24
06073020107,52,5,4555000,43,4
06067004401,48,1,405000,36,11
06037651304,60,1,1655000,59,0
06037430600,47,0,0,47,0
06077001800,33,1,345000,22,10
06067007010,19,1,515000,16,2
06075010101,6,0,0,6,0
06065043523,24,1,535000,19,4
06037131300,46,1,825000,40,5
06037408136,36,0,0,32,4
06059088401,41,0,0,39,2
06065046405,64,8,4490000,42,14
06041117000,54,0,0,53,1
06037501802,37,0,0,29,8
06041113000,46,1,565000,43,2
06073020108,43,6,3390000,29,8
06067004402,52,3,1095000,42,7
06059088402,33,0,0,29,4
06037271600,15,0,0,15,0
06067007011,44,5,2295000,30,9
06075010102,14,0,0,13,1
06111002600,37,1,685000,35,1
06073020109,71,5,3735000,54,12
06037408137,19,0,0,19,0
06037201110,12,0,0,11,1
06037501803,21,0,0,20,1
06059063802,35,0,0,33,2
06023010102,18,1,365000,12,5
06111006600,77,0,0,76,1
06065043524,78,5,2265000,45,28
06037574901,41,0,0,37,4
06001433400,53,3,1855000,46,4
06037700200,37,0,0,37,0
06037570901,75,3,2155000,66,6
06037501804,10,0,0,9,1
06113010901,42,2,1010000,34,6
06081600900,30,0,0,29,1
06037574902,37,1,395000,30,6
06067007012,73,3,1185000,61,9
06059088403,54,1,525000,51,2
06059063803,49,0,0,45,4
06065043210,90,10,4800000,64,16
06037570902,55,3,2495000,47,5
06037408138,23,0,0,18,5
06065043292,168,27,19315000,119,22
06113010902,38,2,900000,30,6
06037301701,22,0,0,21,1
06037408139,16,1,685000,10,5
06059052408,99,2,2100000,94,3
06023000900,42,0,0,42,0
06067007013,29,1,255000,23,5
06065043293,60,4,4020000,51,5
06065043211,89,13,7385000,66,10
06037541200,107,6,2600000,75,26
06065043252,167,26,17390000,134,7
06037301702,25,0,0,24,1
06059063805,45,0,0,44,1
06073017201,21,0,0,21,0
06075025501,19,0,0,19,0
06037275603,31,0,0,30,1
06065940800,78,1,385000,77,0
06065043294,69,10,6290000,49,10
06059063806,54,0,0,54,0
06019006700,65,2,860000,49,13
06065043254,95,13,6825000,69,13
06037500100,62,1,2005000,60,1
06075025502,29,0,0,29,0
06073017202,28,0,0,28,0
06037275604,95,0,0,95,0
06053001200,38,1,995000,31,6
06065043295,153,30,16380000,96,27
06037275605,5,0,0,5,0
06099003802,23,0,0,18,5
06073013203,23,3,2235000,18,2
06065043296,55,4,2750000,48,3
06017031503,49,1,855000,40,8
06059063807,25,0,0,23,2
06067007016,53,1,495000,47,5
06037504101,60,2,1570000,48,10
06039000110,75,7,2315000,55,13
06077000101,1,0,0,1,0
06099003803,24,0,0,21,3
06059063808,21,0,0,21,0
06073013204,19,1,2055000,16,2
06067007017,51,1,415000,47,3
06065043256,69,15,9075000,49,5
06039000111,38,0,0,32,6
06065043297,418,62,39360000,317,38
06017031504,84,4,2430000,71,8
06073013205,6,1,635000,5,0
06001441921,17,0,0,16,1
06037552601,47,4,2560000,34,9
06077000102,4,0,0,4,0
06017031505,51,3,1395000,44,4
06065043298,90,15,9045000,68,7
06037460800,69,0,0,69,0
06065043216,82,19,10435000,53,10
06099003804,47,1,225000,32,14
06037552602,26,0,0,20,6
06073013206,18,1,1545000,15,2
06099003805,35,2,1170000,27,6
06037186100,65,0,0,64,1
06067007019,25,0,0,24,1
06081607200,15,0,0,15,0
06017031506,48,2,820000,36,10
06081603200,53,0,0,52,1
06013346203,71,0,0,70,1
06065043217,52,6,3410000,42,4
06001441923,16,0,0,15,1
06077004104,78,0,0,70,8
06037910002,114,0,0,66,48
06037239310,19,1,855000,12,6
06065043218,85,8,6120000,74,3
06013346204,138,1,1655000,136,1
06037216201,13,0,0,13,0
06037183220,33,0,0,32,1
06037124400,43,0,0,42,1
06077004105,70,5,2315000,57,8
06037482521,38,0,0,36,2
06037128400,46,0,0,46,0
06001441924,81,0,0,80,1
06013346205,83,0,0,83,0
06037213320,7,0,0,7,0
06037183221,38,0,0,37,1
06001422500,5,0,0,5,0
06037482522,49,1,555000,47,1
06037216202,13,0,0,13,0
06077004106,95,3,1855000,85,7
06013346206,63,0,0,62,1
06001441926,15,0,0,15,0
06113011400,46,1,455000,37,7
06077004107,38,2,1280000,31,5
06037183222,34,0,0,34,0
06001441927,20,0,0,20,0
06037601501,2,0,0,2,0
06077004108,268,17,8315000,175,76
06085502301,47,0,0,47,0
06029000911,21,1,385000,17,3
06085506301,66,0,0,66,0
06037601502,8,0,0,5,3
06085502302,27,0,0,26,1
06037530301,8,0,0,8,0
06001441928,26,0,0,26,0
06029000912,19,1,335000,16,2
06037302201,9,0,0,9,0
06085506302,73,0,0,70,3
06037534301,4,0,0,4,0
06071009712,93,3,1295000,60,30
06001441929,11,0,0,11,0
06037302202,8,0,0,8,0
06037143200,29,0,0,29,0
06037534302,4,0,0,3,1
06001437900,16,0,0,16,0
06037530302,20,0,0,19,1
06103000800,46,2,690000,33,10
06037139801,65,0,0,64,1
06037900804,47,5,1845000,21,21
06059075701,64,0,0,61,3
06071009713,162,16,5860000,83,63
06029000913,145,12,4540000,88,45
06037228720,17,0,0,12,5
06047000301,43,0,0,32,11
06003010000,32,1,535000,31,0
06037139802,82,0,0,82,0
06085506304,36,0,0,36,0
06037900805,99,7,2975000,54,38
06059075702,55,1,1195000,54,0
06071009714,95,3,1325000,50,42
06029000914,71,3,1715000,47,21
06037405400,43,1,495000,33,9
06037900806,18,0,0,14,4
06071009400,24,1,115000,17,6
06085506305,21,0,0,21,0
06037670603,14,0,0,14,0
06067008905,65,5,2105000,51,9
06001441301,16,0,0,16,0
06037121210,24,2,1230000,16,6
06037463103,58,0,0,56,2
06059075703,78,0,0,75,3
06071005400,57,3,1215000,40,14
06019003201,51,5,1485000,34,12
06047000303,3,0,0,3,0
06029000601,10,0,0,7,3
06019007202,45,1,275000,35,9
06019003202,39,0,0,25,14
06089010300,36,2,650000,25,9
06001441302,39,0,0,38,1
06001400200,24,0,0,24,0
06037900807,73,5,2095000,43,25
06037670604,72,1,1815000,69,2
06001408200,61,1,325000,53,7
06001404200,57,0,0,56,1
06029000602,8,1,105000,5,2
06095252903,65,7,6575000,56,2
06019007203,40,2,1230000,35,3
06037900808,66,6,2390000,38,22
06071009717,80,9,3755000,54,17
06067008907,68,2,1010000,53,13
06073021101,73,7,3455000,37,27
06029000603,11,0,0,9,2
06037224410,6,0,0,6,0
06037294900,14,0,0,12,2
06073021102,38,5,2465000,25,8
06019007204,93,3,1255000,75,15
06037228410,8,0,0,7,1
06037102103,27,0,0,26,1
06095252904,113,10,6520000,97,6
06067008908,69,6,2420000,48,14
06047000305,45,2,670000,32,11
06071009718,126,17,5525000,76,33
06067008909,24,1,505000,21,2
06073003111,33,3,1735000,24,6
06047000306,16,0,0,10,5
06087101200,22,0,0,21,1
06037102104,54,1,675000,52,1
06071009130,72,3,1215000,37,31
06071009719,53,3,1255000,36,14
06025012001,10,0,0,8,2
06037102105,10,0,0,9,1
06029004605,24,0,0,20,4
06073003112,50,10,7150000,37,3
06071009131,31,1,185000,12,17
06071009132,23,0,0,16,7
06013317000,24,0,0,22,2
06029004606,35,3,1275000,20,12
06033001101,31,1,595000,25,5
06065044520,22,1,295000,13,8
06037261200,75,0,0,75,0
06073003113,69,17,10825000,44,8
06059074003,14,0,0,13,1
06067001400,16,0,0,15,1
06025012003,29,1,345000,24,4
06037265201,27,0,0,26,1
06037102107,60,2,1290000,52,6
06095252908,40,7,3655000,27,6
06033001102,32,0,0,24,6
06065044521,28,1,235000,12,15
06073011902,53,8,4990000,42,3
06029004607,62,6,2370000,32,24
06071009133,143,10,3380000,48,85
06081611100,89,0,0,88,1
06045010801,44,5,3045000,34,5
06073018510,41,2,1550000,37,2
06073003114,44,9,5495000,34,1
06037203500,14,0,0,12,2
06045010802,15,1,615000,10,4
06037431600,33,0,0,33,0
06023011100,51,4,1360000,34,11
06025012004,36,0,0,28,8
06073003115,41,5,3385000,36,0
06037502801,75,2,1380000,68,5
06075015100,29,0,0,29,0
06073018511,55,3,1495000,51,1
06059074004,42,2,2330000,31,9
06077002800,72,1,545000,50,21
06095252909,197,26,16900000,151,20
06037228100,17,1,765000,8,8
06071009134,11,1,355000,5,5
06067005402,1,0,0,1,0
06037191120,11,0,0,11,0
06075011101,8,0,0,8,0
06031000200,18,0,0,14,4
06067008010,76,1,555000,70,5
06065044523,13,1,135000,9,3
06071009135,174,16,7650000,86,72
06037571900,80,3,2745000,76,1
06037265203,16,0,0,16,0
06073018512,83,14,6300000,54,14
06059074005,35,0,0,33,2
06037265204,4,0,0,4,0
06083000201,19,1,505000,18,0
06037132301,19,0,0,19,0
06001438400,20,0,0,20,0
06067005403,37,1,205000,34,2
06075011102,7,0,0,7,0
06037575901,30,3,1255000,26,1
06001430400,19,0,0,18,1
06059074006,59,4,1540000,52,3
06037221220,11,0,0,10,1
06071009136,141,5,2145000,65,70
06065044524,100,9,3535000,45,46
06083000202,15,1,915000,14,0
06085510200,46,0,0,45,1
06037701201,42,0,0,42,0
06071009137,88,7,2935000,56,25
06067005404,70,0,0,68,2
06037575902,56,0,0,49,7
06037132302,18,0,0,14,4
06037276601,40,0,0,40,0
06037701202,26,0,0,26,0
06081605901,25,0,0,25,0
06037218900,22,0,0,20,2
06081601901,32,0,0,29,3
06073018515,56,4,3200000,49,3
06037542200,38,1,605000,25,12
06073014200,110,6,4020000,90,14
06071009138,70,5,2175000,42,23
06101050701,69,9,3025000,47,12
06101050702,71,8,2840000,47,16
06073010201,35,7,4635000,26,2
06073018516,63,8,7080000,52,3
06071009139,126,5,2255000,71,50
06081605902,17,0,0,16,1
06081601902,39,0,0,37,2
06073018201,32,2,1970000,30,0
06073010202,39,14,13340000,23,2
06037214902,22,0,0,22,0
06077005140,51,3,1485000,31,17
06073018517,66,8,3630000,52,6
06073018202,15,1,925000,14,0
06099000801,106,5,2275000,72,29
06037276605,26,0,0,24,2
06073018518,31,4,2870000,21,6
06037214903,13,0,0,13,0
06077005141,109,5,2545000,68,36
06099000803,27,0,0,18,9
06037214904,11,0,0,11,0
06037620801,54,0,0,53,1
06037276606,58,1,765000,56,1
06073018519,44,7,5065000,33,4
06037553601,20,0,0,16,4
06037620802,38,0,0,38,0
06037276607,19,0,0,18,1
06111007607,97,1,505000,91,5
06081608200,32,0,0,32,0
06081604200,25,0,0,24,1
06111003608,17,0,0,15,2
06037276608,28,0,0,26,2
06099000805,55,2,690000,37,16
06071010420,142,4,1110000,121,16
06037553602,16,0,0,15,1
06059021903,69,0,0,60,9
06037911001,69,4,1590000,45,20
06037187101,26,0,0,24,2
06111007609,38,2,1800000,34,2
06037291130,17,2,1260000,12,3
06009000501,87,1,515000,77,9
06099000806,45,3,1225000,31,11
06099000807,18,0,0,18,0
06071010422,28,12,3950000,13,2
06065030700,82,2,1290000,68,12
06037187102,23,0,0,23,0
06013362000,41,0,0,38,3
06059021905,80,1,1025000,78,1
06079011600,56,0,0,55,1
06001402900,1,0,0,1,0
06001423500,19,0,0,18,1
06037269700,34,0,0,34,0
06077005106,538,18,10670000,478,42
06067009900,20,0,0,18,2
06071010424,37,2,750000,32,3
06007003600,52,4,1510000,31,16
06037273100,42,0,0,42,0
06009000504,38,0,0,38,0
06037125402,42,1,605000,39,2
06037535300,38,2,1110000,22,14
06071010425,20,1,255000,19,0
06037125403,7,0,0,7,0
06009000505,54,0,0,47,7
06085507301,59,0,0,59,0
06077005108,40,2,690000,33,5
06037125404,3,0,0,2,1
06077005109,28,1,495000,22,5
06085507302,34,0,0,34,0
06071010426,71,22,6600000,38,10
06037531301,11,0,0,10,1
06009000506,49,0,0,46,3
06025010700,40,6,1940000,21,12
06085504421,39,0,0,37,2
06071010427,39,3,1275000,27,9
06061021501,80,3,2155000,73,4
06075023001,23,0,0,23,0
06037531302,10,0,0,8,2
06037236001,82,1,895000,72,9
06073007302,45,1,2295000,43,1
06099001300,84,1,345000,68,15
06085504422,15,0,0,15,0
06085503304,33,0,0,32,1
06037602504,10,0,0,9,1
06061021502,54,2,780000,48,4
06019000200,9,0,0,9,0
06019008200,29,0,0,17,11
06037210010,6,0,0,6,0
06073007303,10,0,0,10,0
06071010428,120,7,2575000,95,15
06047001301,40,1,285000,30,9
06037192700,9,0,0,9,0
06037602505,5,0,0,5,0
06047001302,24,2,680000,16,6
06085504423,23,0,0,23,0
06085503305,40,0,0,37,3
06071010429,100,12,4250000,62,23
06011000100,34,2,680000,24,7
06073007304,22,0,0,21,1
06001442301,37,0,0,36,1
06075023003,28,2,1800000,26,0
06029005600,54,4,820000,26,24
06063000100,59,2,510000,46,11
06029001600,15,0,0,10,5
06037602506,5,0,0,4,1
06037310601,41,0,0,40,1
06085503306,23,1,425000,20,2
06085504424,31,0,0,31,0
06001405200,32,0,0,32,0
06001442302,45,0,0,45,0
06067009632,71,0,0,68,2
06001409200,15,1,575000,9,5
06089011300,69,7,1905000,45,17
06037602507,9,0,0,8,1
06037550101,32,1,765000,22,9
06037310602,25,0,0,25,0
06073022101,18,0,0,17,1
06067009633,44,2,460000,35,7
06037229410,11,0,0,8,3
06067009634,28,1,455000,21,6
06037204810,13,0,0,12,1
06073022102,85,3,3215000,81,1
06053010101,8,0,0,8,0
06067009320,44,3,1365000,34,7
06019004205,59,4,1250000,42,13
06067009635,52,1,665000,50,1
06067009321,55,0,0,50,5
06073012900,42,2,1480000,27,13
06053010102,21,0,0,20,1
06053014102,135,7,5865000,127,1
06013351101,65,0,0,59,6
06067009637,60,1,425000,54,5
06013359102,62,1,505000,53,8
06045011800,13,1,835000,11,1
06013318000,50,1,635000,48,1
06073016901,93,8,6280000,81,4
06037262200,68,0,0,68,0
06053014104,2,1,1175000,1,0
06053000900,13,0,0,12,1
06013351103,42,0,0,38,4
06001424001,25,0,0,24,1
06067002400,63,0,0,59,4
06019004208,120,2,640000,103,15
06067009323,77,3,1955000,67,7
06067006400,78,1,355000,56,21
06073016902,39,6,5100000,31,2
06013359103,55,0,0,51,4
06055200201,37,0,0,36,1
06075012100,5,0,0,5,0
06037199001,5,0,0,4,1
06053014105,21,2,1670000,19,0
06037503801,45,0,0,40,5
06067009639,224,3,1505000,194,27
06013351104,37,0,0,34,3
06013359104,44,1,405000,39,4
06001424002,22,0,0,21,1
06037229100,16,0,0,14,2
06055200202,18,2,1740000,16,0
06081612101,32,0,0,31,1
06013351105,29,0,0,26,3
06037208501,7,0,0,7,0
06081612102,9,0,0,9,0
06037432601,19,0,0,18,1
06075016101,7,0,0,7,0
06031001200,22,2,1000000,16,4
06037503802,75,1,625000,70,4
06067009010,26,1,465000,22,3
06055200203,30,1,725000,28,1
06087121000,43,2,2690000,40,1
06037199002,19,1,545000,18,0
06013359105,58,1,705000,51,6
06111000600,17,0,0,14,3
06037208502,5,0,0,5,0
06001435400,44,2,1190000,38,4
06037137301,45,0,0,44,1
06037432602,22,0,0,20,2
06067009326,68,1,905000,64,3
06067009011,60,3,1345000,54,3
06037576901,17,2,1540000,15,0
06111008601,27,2,1420000,20,5
06077003803,28,1,365000,20,7
06081602900,42,0,0,41,1
06095250400,43,0,0,31,12
06037702201,33,0,0,33,0
06053014108,29,1,2005000,27,1
06085511200,58,0,0,58,0
06037119310,28,0,0,26,2
06013355107,71,2,1470000,59,9
06081606900,38,0,0,38,0
06037137302,84,0,0,84,0
06037576903,21,0,0,21,0
06111008602,11,1,435000,9,1
06037311100,54,0,0,50,4
06077003804,82,3,1345000,58,21
06083001203,26,1,1055000,25,0
06037702202,41,0,0,40,1
06053014109,23,3,2275000,18,2
06067009328,85,2,1470000,70,13
06037189801,26,0,0,26,0
06073015200,87,2,1470000,84,1
06037134421,64,0,0,62,2
06037543201,36,4,2250000,27,5
06077003805,30,2,1110000,18,10
06067009329,109,4,1930000,79,26
06037219901,22,1,575000,20,1
06037189802,18,0,0,18,0
06065045212,55,0,0,46,9
06013355109,118,1,585000,95,22
06037576904,13,0,0,12,1
06037134422,83,0,0,81,2
06037134423,54,1,575000,51,2
06077003806,37,1,425000,23,12
06065045213,68,3,985000,53,12
06037219902,21,0,0,21,0
06059062650,58,0,0,55,3
06035040600,20,1,365000,9,9
06083001206,12,0,0,12,0
06059062651,26,0,0,26,0
06073019203,48,3,2025000,42,3
06065045214,131,7,4905000,119,5
06077003807,34,1,455000,26,7
06037134424,58,1,1075000,57,0
06059062610,166,1,775000,160,5
06001450200,41,0,0,40,1
06037543203,31,1,845000,23,7
06059062652,58,2,1220000,54,2
06077003808,54,2,840000,33,19
06037554600,30,1,725000,21,8
06037296401,54,2,870000,49,3
06059062611,19,0,0,19,0
06037462800,26,1,1215000,25,0
06059062653,28,0,0,28,0
06073019205,49,1,545000,41,7
06065045216,86,7,3065000,60,19
06037119001,31,0,0,27,4
06107000600,13,0,0,8,5
06083001208,31,0,0,31,0
06037296402,38,0,0,33,5
06037234700,40,1,415000,31,8
06075021700,53,0,0,52,1
06065045217,64,1,435000,50,13
06059062654,46,1,1035000,45,0
06073019206,38,5,2925000,30,3
06059062614,12,0,0,12,0
06085512052,28,0,0,28,0
06037119003,24,0,0,22,2
06059062655,68,0,0,68,0
06081609201,60,0,0,59,1
06037119004,27,0,0,26,1
06073019208,53,2,2370000,49,2
06059062656,38,0,0,38,0
06085512053,56,0,0,55,1
06037109800,57,1,785000,53,3
06013363000,76,1,655000,70,5
06097152601,81,1,1015000,75,5
06081609202,39,0,0,39,0
06065031701,27,1,685000,20,6
06059062657,16,0,0,16,0
06079012601,93,3,1845000,85,5
06037577400,40,0,0,39,1
06001407900,43,0,0,42,1
06097152602,21,0,0,20,1
06073019209,49,1,855000,46,2
06087110101,27,0,0,25,2
06001403900,37,0,0,36,1
06001428500,17,0,0,16,1
06037127520,6,0,0,6,0
06019002903,12,1,355000,8,3
06037573401,9,0,0,7,2
06037603500,73,1,745000,65,7
06037123520,36,1,1045000,32,3
06079012602,24,1,865000,20,3
06087110102,36,1,525000,29,6
06065031702,25,0,0,21,4
06037274100,43,0,0,41,2
06073020801,95,8,7030000,81,6
06085512055,14,0,0,14,0
06059062658,56,1,2325000,55,0
06037270101,11,0,0,11,0
06085512056,31,2,1760000,29,0
06019002904,26,0,0,19,7
06065031703,26,1,315000,21,4
06007000601,56,0,0,52,4
06037433103,16,0,0,15,1
06085508301,44,0,0,43,1
06075061101,1,0,0,1,0
06019005512,73,4,2240000,65,4
06037573402,59,4,2100000,51,4
06037300200,82,1,2045000,81,0
06111001101,44,1,725000,42,1
06053012800,69,3,2245000,65,1
06037270102,7,0,0,6,1
06075061102,2,0,0,2,0
06019005513,82,3,1185000,69,10
06025011700,34,5,1695000,18,11
06085512057,33,0,0,32,1
06087100900,34,0,0,30,4
06111001102,49,1,925000,47,1
06019002905,20,1,195000,14,5
06065031704,70,3,1595000,46,21
06059062619,60,1,1405000,59,0
06061022500,335,18,12030000,282,35
06037573403,52,1,545000,49,2
06085508303,24,0,0,24,0
06085512058,65,0,0,64,1
06007000603,15,1,365000,13,1
06037481603,10,0,0,10,0
06019002906,48,0,0,31,17
06019005514,93,7,2895000,68,18
06085512059,56,0,0,56,0
06037141201,30,1,1745000,29,0
06007000604,17,2,1020000,15,0
06037219010,18,0,0,17,1
06037481604,14,0,0,13,1
06019005515,28,1,295000,27,0
06033000801,30,2,580000,23,5
06065050501,38,5,2855000,29,4
06073020805,49,7,5065000,36,6
06047002301,143,8,3990000,110,25
06085508305,5,0,0,5,0
06115040500,39,2,1010000,23,14
06029006600,29,0,0,18,10
06073020806,41,6,4080000,31,4
06037197700,21,0,0,21,0
06037481605,9,0,0,9,0
06071001910,64,2,1290000,55,7
06099002302,24,0,0,17,7
06001443301,33,0,0,33,0
06085512019,37,0,0,36,1
06029002600,34,1,255000,19,14
06019005516,64,2,950000,57,5
06065050502,75,16,9710000,56,3
06037127210,35,0,0,34,1
06033000802,43,2,540000,30,7
06037141202,38,0,0,37,1
06081610800,9,0,0,9,0
06037481606,13,0,0,13,0
06073020807,46,6,4910000,36,4
06085508306,26,0,0,25,1
06047002303,59,2,960000,41,16
06099002303,30,0,0,18,12
06023010800,39,2,780000,29,8
06065050503,94,24,13000000,68,2
06037108101,31,0,0,30,1
06075010800,31,1,2855000,30,0
06071001911,67,2,990000,64,1
06019005202,26,1,435000,18,7
06037551101,15,0,0,12,3
06085509110,12,0,0,12,0
06073002501,37,4,1770000,33,0
06037101220,31,0,0,29,2
06047002304,38,1,325000,21,16
06019005518,107,2,1010000,98,7
06037108102,47,2,1930000,44,1
06019005203,38,1,355000,27,10
06089012301,31,1,375000,20,10
06001406201,17,1,505000,14,2
06099002304,7,0,0,7,0
06037209810,4,0,0,3,1
06037551102,8,0,0,6,2
06001406202,14,0,0,12,2
06085509111,19,0,0,19,0
06037101221,16,0,0,16,0
06037108103,46,0,0,45,1
06019005204,51,2,690000,41,8
06073002502,64,5,2795000,51,8
06047002305,54,4,1320000,36,14
06089012302,61,5,2065000,45,11
06053011101,6,0,0,5,1
06037101222,8,0,0,8,0
06037108104,22,0,0,21,1
06037700901,37,0,0,37,0
06047002306,115,7,3675000,74,34
06089012303,79,5,2245000,61,12
06071001600,31,1,785000,22,8
06037700902,33,0,0,33,0
06111005910,28,1,1485000,27,0
06013352101,39,0,0,38,1
06037242600,6,0,0,2,4
06053011103,14,0,0,10,4
06059052520,32,0,0,32,0
06073017901,26,0,0,25,1
06037555105,31,1,655000,27,3
06013352102,74,0,0,73,1
06111005911,55,0,0,52,3
06055201200,62,2,2470000,58,2
06059052521,20,0,0,20,0
06037267201,17,1,515000,16,0
06017030810,61,3,1215000,54,4
06037120020,11,0,0,9,2
06037555106,26,4,1870000,20,2
06067003400,62,0,0,59,3
06037500800,41,2,1360000,33,6
06013319001,41,1,585000,33,7
06053011104,30,2,1280000,13,15
06073017902,21,0,0,21,0
06017030811,22,1,555000,20,1
06037408212,31,0,0,29,2
06037267202,32,0,0,32,0
06059052522,18,0,0,18,0
06053011105,101,4,2420000,58,38
06037555107,59,2,1080000,53,4
06077004800,54,1,585000,46,7
06073013903,52,14,10410000,33,5
06013319002,74,2,1650000,67,5
06037408213,26,0,0,24,2
06053011106,44,4,2130000,25,15
06067007402,87,2,760000,56,28
06037201501,35,0,0,32,3
06075017101,35,0,0,35,0
06017030812,98,2,1020000,90,6
06059052523,30,0,0,28,2
06077000802,12,0,0,4,8
06067007403,56,7,2545000,33,16
06111009600,56,1,1545000,54,1
06037703200,101,2,1680000,96,3
06075017102,26,0,0,25,1
06065043601,51,8,3420000,29,14
06073013905,89,21,15975000,57,11
