OID_ZCTA5_20|GEOID_ZCTA5_20|NAMELSAD_ZCTA5_20|AREALAND_ZCTA5_20|AREAWATER_ZCTA5_20|MTFCC_ZCTA5_20|CLASSFP_ZCTA5_20|FUNCSTAT_ZCTA5_20|OID_TRACT_20|GEOID_TRACT_20|NAMELSAD_TRACT_20|AREALAND_TRACT_20|AREAWATER_TRACT_20|MTFCC_TRACT_20|FUNCSTAT_TRACT_20|AREALAND_PART|AREAWATER_PART
221704258475605|92536|ZCTA5 92536|278372070|234848|G6350|B5|S|2079015504237963|06065044407|Census Tract 444.07|487925739|1444050|G5020|S|30901773|0
221704258475608|92539|ZCTA5 92539|337359588|242383|G6350|B5|S|20790435540228|06065044403|Census Tract 444.03|1064311559|175857|G5020|S|260132747|175857
221704258475608|92539|ZCTA5 92539|337359588|242383|G6350|B5|S|2079015504237963|06065044407|Census Tract 444.07|487925739|1444050|G5020|S|77226841|66526
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|2079015504237866|06065043292|Census Tract 432.92|109435204|3221178|G5020|S|12141305|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|2079015504237876|06065043293|Census Tract 432.93|160756412|1041803|G5020|S|8283208|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|20790435533109|06065043304|Census Tract 433.04|107629334|28665|G5020|S|5855721|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|20790435540323|06065043306|Census Tract 433.06|1926155|0|G5020|S|119326|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|20790435540357|06065043307|Census Tract 433.07|3647363|0|G5020|S|3647363|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|20790435540238|06065043308|Census Tract 433.08|971734|0|G5020|S|33497|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|20790435543766|06065043309|Census Tract 433.09|1216686|0|G5020|S|33970|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|20790435540301|06065043312|Census Tract 433.12|1458795|0|G5020|S|973994|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|20790435540343|06065043313|Census Tract 433.13|1432439|0|G5020|S|32838|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|2079015504237862|06065043319|Census Tract 433.19|25192117|0|G5020|S|7145893|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|20790435540311|06065043401|Census Tract 434.01|3243410|0|G5020|S|3243410|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|20790435540292|06065043403|Census Tract 434.03|971938|0|G5020|S|971938|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|20790435543760|06065043404|Census Tract 434.04|1185425|0|G5020|S|1185425|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|20790435540330|06065043405|Census Tract 434.05|1723621|0|G5020|S|1399654|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|20790435533177|06065043503|Census Tract 435.03|2703177|0|G5020|S|82258|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|20790435540254|06065043506|Census Tract 435.06|4874538|0|G5020|S|1298825|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|2079015504238357|06065043521|Census Tract 435.21|2263489|0|G5020|S|2198738|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|2079015504238359|06065043522|Census Tract 435.22|2608421|0|G5020|S|734493|0
221704258475609|92543|ZCTA5 92543|49580474|0|G6350|B5|S|2079015504238375|06065043523|Census Tract 435.23|4669046|0|G5020|S|198618|0
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|2079015504237876|06065043293|Census Tract 432.93|160756412|1041803|G5020|S|51569775|0
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|20790435533109|06065043304|Census Tract 433.04|107629334|28665|G5020|S|101773613|28665
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|20790435540238|06065043308|Census Tract 433.08|971734|0|G5020|S|938237|0
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|20790435543766|06065043309|Census Tract 433.09|1216686|0|G5020|S|1182716|0
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|20790435540317|06065043310|Census Tract 433.10|1671433|0|G5020|S|1671433|0
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|20790435540306|06065043311|Census Tract 433.11|1277760|0|G5020|S|1277760|0
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|20790435540301|06065043312|Census Tract 433.12|1458795|0|G5020|S|484801|0
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|20790435540343|06065043313|Census Tract 433.13|1432439|0|G5020|S|1399601|0
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|20790435543772|06065043314|Census Tract 433.14|1945617|0|G5020|S|1945617|0
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|20790435540279|06065043315|Census Tract 433.15|1747655|0|G5020|S|1747655|0
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|207903717224253|06065043513|Census Tract 435.13|2610352|538850|G5020|S|387953|225794
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|2079015504238375|06065043523|Census Tract 435.23|4669046|0|G5020|S|1189285|0
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|2079015504238345|06065043524|Census Tract 435.24|1981867|0|G5020|S|1175817|0
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|20790435543373|06065043701|Census Tract 437.01|20037234|0|G5020|S|20037234|0
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|20790435543886|06065043702|Census Tract 437.02|2681873|98421|G5020|S|2681873|98421
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|20790435540336|06065043703|Census Tract 437.03|1227446|94988|G5020|S|1227446|94988
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|207903717222421|06065044404|Census Tract 444.04|122981693|4439|G5020|S|5977374|0
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|2079015504238475|06065044406|Census Tract 444.06|167888928|250449|G5020|S|84376152|15601
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|2079015504237963|06065044407|Census Tract 444.07|487925739|1444050|G5020|S|155080915|1377524
221704258475618|92544|ZCTA5 92544|442292334|2274561|G6350|B5|S|207903717222306|06065941500|Census Tract 9415|40126369|822794|G5020|S|6167077|433568
221704258475622|92545|ZCTA5 92545|77014497|0|G6350|B5|S|20790435543052|06065042720|Census Tract 427.20|35688005|0|G5020|S|608018|0
221704258475622|92545|ZCTA5 92545|77014497|0|G6350|B5|S|20790435542951|06065042723|Census Tract 427.23|35291755|0|G5020|S|18123174|0
221704258475622|92545|ZCTA5 92545|77014497|0|G6350|B5|S|207903717221330|06065042745|Census Tract 427.45|38230232|0|G5020|S|13204517|0
221704258475622|92545|ZCTA5 92545|77014497|0|G6350|B5|S|20790435540323|06065043306|Census Tract 433.06|1926155|0|G5020|S|1806829|0
221704258475622|92545|ZCTA5 92545|77014497|0|G6350|B5|S|207903717222702|06065043316|Census Tract 433.16|5058379|0|G5020|S|5058379|0
221704258475622|92545|ZCTA5 92545|77014497|0|G6350|B5|S|2079015504237935|06065043318|Census Tract 433.18|1814627|0|G5020|S|1814627|0
221704258475622|92545|ZCTA5 92545|77014497|0|G6350|B5|S|2079015504237862|06065043319|Census Tract 433.19|25192117|0|G5020|S|18046224|0
221704258475622|92545|ZCTA5 92545|77014497|0|G6350|B5|S|20790435540330|06065043405|Census Tract 434.05|1723621|0|G5020|S|323967|0
221704258475622|92545|ZCTA5 92545|77014497|0|G6350|B5|S|20790435533177|06065043503|Census Tract 435.03|2703177|0|G5020|S|2620919|0
221704258475622|92545|ZCTA5 92545|77014497|0|G6350|B5|S|20790435540266|06065043505|Census Tract 435.05|1295658|0|G5020|S|1295658|0
221704258475622|92545|ZCTA5 92545|77014497|0|G6350|B5|S|20790435540254|06065043506|Census Tract 435.06|4874538|0|G5020|S|1953930|0
221704258475622|92545|ZCTA5 92545|77014497|0|G6350|B5|S|2079015504238027|06065043518|Census Tract 435.18|3251640|0|G5020|S|1952543|0
221704258475622|92545|ZCTA5 92545|77014497|0|G6350|B5|S|2079015504238489|06065043519|Census Tract 435.19|4056524|0|G5020|S|4056524|0
221704258475622|92545|ZCTA5 92545|77014497|0|G6350|B5|S|2079015504237968|06065043520|Census Tract 435.20|6149188|0|G5020|S|6149188|0
221704258475624|92548|ZCTA5 92548|33879745|0|G6350|B5|S|20790435543052|06065042720|Census Tract 427.20|35688005|0|G5020|S|25617774|0
221704258475624|92548|ZCTA5 92548|33879745|0|G6350|B5|S|20790435542951|06065042723|Census Tract 427.23|35291755|0|G5020|S|3392336|0
221704258475624|92548|ZCTA5 92548|33879745|0|G6350|B5|S|207903717221330|06065042745|Census Tract 427.45|38230232|0|G5020|S|4869635|0
221704258475628|92549|ZCTA5 92549|274629908|39213|G6350|B5|S|207903717222421|06065044404|Census Tract 444.04|122981693|4439|G5020|S|53952126|0
221704258475628|92549|ZCTA5 92549|274629908|39213|G6350|B5|S|207903717224349|06065044405|Census Tract 444.05|326059831|39213|G5020|S|215542475|39213
221704258475628|92549|ZCTA5 92549|274629908|39213|G6350|B5|S|207903717224074|06065940500|Census Tract 9405|140347254|1157|G5020|S|5135307|0
221704258475634|92551|ZCTA5 92551|15932653|421873|G6350|B5|S|20790435543345|06065042507|Census Tract 425.07|5178182|41515|G5020|S|5178182|41515
221704258475634|92551|ZCTA5 92551|15932653|421873|G6350|B5|S|20790435543082|06065042508|Census Tract 425.08|1276700|0|G5020|S|1276700|0
221704258475634|92551|ZCTA5 92551|15932653|421873|G6350|B5|S|207903717223810|06065048300|Census Tract 483|1869316|140212|G5020|S|1869316|140212
221704258475634|92551|ZCTA5 92551|15932653|421873|G6350|B5|S|207903717222731|06065048800|Census Tract 488|4439149|240146|G5020|S|4336469|240146
221704258475634|92551|ZCTA5 92551|15932653|421873|G6350|B5|S|207903717222487|06065048901|Census Tract 489.01|941883|0|G5020|S|629915|0
221704258475634|92551|ZCTA5 92551|15932653|421873|G6350|B5|S|207903717222498|06065048902|Census Tract 489.02|1659763|0|G5020|S|1324954|0
221704258475634|92551|ZCTA5 92551|15932653|421873|G6350|B5|S|2079015504238383|06065049001|Census Tract 490.01|6462093|0|G5020|S|575768|0
221704258475634|92551|ZCTA5 92551|15932653|421873|G6350|B5|S|207903717224047|06065051100|Census Tract 511|2210112|0|G5020|S|741349|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|20790435543089|06065042505|Census Tract 425.05|3605261|0|G5020|S|2168687|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|20790435543352|06065042509|Census Tract 425.09|1294061|0|G5020|S|1294061|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|20790435543145|06065042510|Census Tract 425.10|1277147|0|G5020|S|1277147|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|20790435543380|06065042511|Census Tract 425.11|1612410|0|G5020|S|1612410|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|20790435543419|06065042512|Census Tract 425.12|1603323|0|G5020|S|1603323|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|20790435543413|06065042513|Census Tract 425.13|1154582|0|G5020|S|1154582|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|20790435543406|06065042514|Census Tract 425.14|981706|0|G5020|S|981706|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|20790435543391|06065042515|Census Tract 425.15|1354401|0|G5020|S|1354401|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|20790435543398|06065042516|Census Tract 425.16|973130|0|G5020|S|973130|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|20790435543321|06065042517|Census Tract 425.17|943427|0|G5020|S|943427|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|20790435543339|06065042518|Census Tract 425.18|996783|0|G5020|S|996783|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|20790435543366|06065042519|Census Tract 425.19|952421|0|G5020|S|952421|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|20790435543358|06065042520|Census Tract 425.20|1487313|0|G5020|S|1487313|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|20790435543385|06065042521|Census Tract 425.21|1619378|0|G5020|S|1619378|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|2079015504238391|06065042522|Census Tract 425.22|1018168|0|G5020|S|1018168|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|2079015504238393|06065042523|Census Tract 425.23|2043629|0|G5020|S|2043629|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|207903717221241|06065042621|Census Tract 426.21|2625610|0|G5020|S|93467|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|207903717222012|06065046700|Census Tract 467|33292427|36554|G5020|S|2385400|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|207903717222013|06065046800|Census Tract 468|1961723|0|G5020|S|1961723|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|207903717222487|06065048901|Census Tract 489.01|941883|0|G5020|S|311968|0
221704258475636|92553|ZCTA5 92553|26567933|0|G6350|B5|S|207903717222498|06065048902|Census Tract 489.02|1659763|0|G5020|S|334809|0
221704258475640|92555|ZCTA5 92555|170325380|552216|G6350|B5|S|20790435543815|06065042401|Census Tract 424.01|21115395|0|G5020|S|21115395|0
221704258475640|92555|ZCTA5 92555|170325380|552216|G6350|B5|S|20790435543485|06065042402|Census Tract 424.02|2964941|0|G5020|S|2276236|0
221704258475640|92555|ZCTA5 92555|170325380|552216|G6350|B5|S|20790435548856|06065042412|Census Tract 424.12|51262515|0|G5020|S|13290459|0
221704258475640|92555|ZCTA5 92555|170325380|552216|G6350|B5|S|207903717221241|06065042621|Census Tract 426.21|2625610|0|G5020|S|2532143|0
221704258475640|92555|ZCTA5 92555|170325380|552216|G6350|B5|S|207903717221242|06065042622|Census Tract 426.22|4992125|0|G5020|S|4992125|0
221704258475640|92555|ZCTA5 92555|170325380|552216|G6350|B5|S|207903717221245|06065042623|Census Tract 426.23|37470211|7778675|G5020|S|7801476|0
221704258475640|92555|ZCTA5 92555|170325380|552216|G6350|B5|S|207903717221257|06065042624|Census Tract 426.24|49930251|69554|G5020|S|36195898|0
221704258475640|92555|ZCTA5 92555|170325380|552216|G6350|B5|S|207903717224272|06065043517|Census Tract 435.17|39753395|661117|G5020|S|10621149|552216
221704258475640|92555|ZCTA5 92555|170325380|552216|G6350|B5|S|207903717224343|06065043822|Census Tract 438.22|110288026|0|G5020|S|58453235|0
221704258475640|92555|ZCTA5 92555|170325380|552216|G6350|B5|S|207903717223820|06065048700|Census Tract 487|5888412|0|G5020|S|5888412|0
221704258475640|92555|ZCTA5 92555|170325380|552216|G6350|B5|S|2079015504238383|06065049001|Census Tract 490.01|6462093|0|G5020|S|4396451|0
221704258475640|92555|ZCTA5 92555|170325380|552216|G6350|B5|S|2079015504238355|06065049002|Census Tract 490.02|4654189|0|G5020|S|1293638|0
221704258475640|92555|ZCTA5 92555|170325380|552216|G6350|B5|S|207903717224047|06065051100|Census Tract 511|2210112|0|G5020|S|1468763|0
221704258475642|92557|ZCTA5 92557|46022020|125929|G6350|B5|S|20790435543102|06065042212|Census Tract 422.12|3833890|0|G5020|S|2767673|0
221704258475642|92557|ZCTA5 92557|46022020|125929|G6350|B5|S|20790435543123|06065042214|Census Tract 422.14|26860128|0|G5020|S|15286350|0
221704258475642|92557|ZCTA5 92557|46022020|125929|G6350|B5|S|20790435543485|06065042402|Census Tract 424.02|2964941|0|G5020|S|688705|0
221704258475642|92557|ZCTA5 92557|46022020|125929|G6350|B5|S|20790435543438|06065042403|Census Tract 424.03|1974412|0|G5020|S|1974412|0
221704258475642|92557|ZCTA5 92557|46022020|125929|G6350|B5|S|20790435543454|06065042404|Census Tract 424.04|1018981|0|G5020|S|1018981|0
221704258475642|92557|ZCTA5 92557|46022020|125929|G6350|B5|S|20790435543472|06065042405|Census Tract 424.05|1011046|0|G5020|S|1011046|0
221704258475642|92557|ZCTA5 92557|46022020|125929|G6350|B5|S|20790435543448|06065042406|Census Tract 424.06|984691|0|G5020|S|984691|0
221704258475642|92557|ZCTA5 92557|46022020|125929|G6350|B5|S|20790435543432|06065042407|Census Tract 424.07|1296232|0|G5020|S|1296232|0
221704258475642|92557|ZCTA5 92557|46022020|125929|G6350|B5|S|20790435543460|06065042408|Census Tract 424.08|1357301|0|G5020|S|1357301|0
221704258475642|92557|ZCTA5 92557|46022020|125929|G6350|B5|S|20790435543466|06065042409|Census Tract 424.09|1558036|0|G5020|S|1558036|0
221704258475642|92557|ZCTA5 92557|46022020|125929|G6350|B5|S|20790435543479|06065042410|Census Tract 424.10|2261467|125929|G5020|S|2261467|125929
221704258475642|92557|ZCTA5 92557|46022020|125929|G6350|B5|S|20790435543444|06065042411|Census Tract 424.11|1340148|0|G5020|S|1340148|0
221704258475642|92557|ZCTA5 92557|46022020|125929|G6350|B5|S|20790435548856|06065042412|Census Tract 424.12|51262515|0|G5020|S|14476978|0
221704258475644|92561|ZCTA5 92561|424378129|4439|G6350|B5|S|20790435540228|06065044403|Census Tract 444.03|1064311559|175857|G5020|S|84876538|0
221704258475644|92561|ZCTA5 92561|424378129|4439|G6350|B5|S|207903717222421|06065044404|Census Tract 444.04|122981693|4439|G5020|S|4866063|4439
221704258475644|92561|ZCTA5 92561|424378129|4439|G6350|B5|S|207903717224349|06065044405|Census Tract 444.05|326059831|39213|G5020|S|91642588|0
221704258475644|92561|ZCTA5 92561|424378129|4439|G6350|B5|S|2079015504237963|06065044407|Census Tract 444.07|487925739|1444050|G5020|S|224716210|0
221704258475644|92561|ZCTA5 92561|424378129|4439|G6350|B5|S|207903717221946|06065045124|Census Tract 451.24|61700155|0|G5020|S|18276730|0
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|20790435533171|06065043206|Census Tract 432.06|5118245|0|G5020|S|5118245|0
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|207903717221355|06065043227|Census Tract 432.27|4495728|0|G5020|S|2242109|0
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|207903717221356|06065043228|Census Tract 432.28|1617163|0|G5020|S|1617163|0
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|207903717221360|06065043229|Census Tract 432.29|2864829|0|G5020|S|2864829|0
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|207903717221441|06065043272|Census Tract 432.72|63575075|21004|G5020|S|56725453|21004
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|207903717222415|06065043278|Census Tract 432.78|9641476|0|G5020|S|9193021|0
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|20790435540364|06065046401|Census Tract 464.01|202328420|0|G5020|S|97077484|0
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|2079015504238108|06065049701|Census Tract 497.01|2511484|0|G5020|S|2511484|0
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|2079015504238044|06065049702|Census Tract 497.02|79481717|93978|G5020|S|32070158|47779
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|207903717223919|06065049800|Census Tract 498|9291037|0|G5020|S|9291037|0
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|2079015504238115|06065050401|Census Tract 504.01|2454368|0|G5020|S|2454368|0
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|2079015504238117|06065050402|Census Tract 504.02|1633407|0|G5020|S|1633407|0
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|2079015504238527|06065050503|Census Tract 505.03|2167127|0|G5020|S|48095|0
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|207903717223988|06065050600|Census Tract 506|6047366|0|G5020|S|4615815|0
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|207903717224049|06065051200|Census Tract 512|63822929|3583|G5020|S|5329740|0
221704258475649|92562|ZCTA5 92562|285798313|68783|G6350|B5|S|20790676339286|06073019001|Census Tract 190.01|164873149|138703|G5020|S|53005905|0
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|2079015504237840|06065043201|Census Tract 432.01|2698900|0|G5020|S|255173|0
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|2079015504238143|06065043209|Census Tract 432.09|2231115|24987|G5020|S|2231115|24987
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|2079015504238140|06065043210|Census Tract 432.10|3923222|0|G5020|S|3923222|0
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|20790435533166|06065043211|Census Tract 432.11|2562985|0|G5020|S|2562985|0
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|207903717222368|06065043235|Census Tract 432.35|15121131|0|G5020|S|5078289|0
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|2079015504238050|06065043295|Census Tract 432.95|3168894|15910|G5020|S|249715|0
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|2079015504238063|06065043296|Census Tract 432.96|6651076|0|G5020|S|6651076|0
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|2079015504237849|06065043297|Census Tract 432.97|33162165|0|G5020|S|5295520|0
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|2079015504237844|06065043298|Census Tract 432.98|2022327|0|G5020|S|1915524|0
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|2079015504238145|06065050301|Census Tract 503.01|1829374|0|G5020|S|1829374|0
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|2079015504238138|06065050302|Census Tract 503.02|10215172|0|G5020|S|10215172|0
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|2079015504238046|06065050501|Census Tract 505.01|1640421|0|G5020|S|1458822|0
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|2079015504238135|06065050502|Census Tract 505.02|1253148|0|G5020|S|1253148|0
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|2079015504238527|06065050503|Census Tract 505.03|2167127|0|G5020|S|2045038|0
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|2079015504238126|06065050701|Census Tract 507.01|13399905|0|G5020|S|11136877|0
221704258475651|92563|ZCTA5 92563|58613086|24987|G6350|B5|S|2079015504238110|06065050702|Census Tract 507.02|3414665|0|G5020|S|2512036|0
221704258475652|92567|ZCTA5 92567|85778532|518092|G6350|B5|S|207903717221257|06065042624|Census Tract 426.24|49930251|69554|G5020|S|13734353|69554
221704258475652|92567|ZCTA5 92567|85778532|518092|G6350|B5|S|20790435542963|06065042719|Census Tract 427.19|27252103|279979|G5020|S|15917219|279979
221704258475652|92567|ZCTA5 92567|85778532|518092|G6350|B5|S|20790435543052|06065042720|Census Tract 427.20|35688005|0|G5020|S|8729608|0
221704258475652|92567|ZCTA5 92567|85778532|518092|G6350|B5|S|207903717222351|06065042744|Census Tract 427.44|36628033|118273|G5020|S|29685018|118273
221704258475652|92567|ZCTA5 92567|85778532|518092|G6350|B5|S|207903717221330|06065042745|Census Tract 427.45|38230232|0|G5020|S|16034191|0
221704258475652|92567|ZCTA5 92567|85778532|518092|G6350|B5|S|207903717224272|06065043517|Census Tract 435.17|39753395|661117|G5020|S|1678143|50286
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|20790435540461|06065042007|Census Tract 420.07|133914507|138452|G5020|S|79938673|49165
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|20790435542941|06065042008|Census Tract 420.08|43822552|10906247|G5020|S|12899009|23125
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|20790435540196|06065042009|Census Tract 420.09|11829143|0|G5020|S|5863143|0
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|20790435540468|06065042010|Census Tract 420.10|10972812|0|G5020|S|10972812|0
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|20790435542963|06065042719|Census Tract 427.19|27252103|279979|G5020|S|2161551|0
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|207903717221277|06065042730|Census Tract 427.30|16864425|0|G5020|S|1890318|0
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|207903717221280|06065042731|Census Tract 427.31|20569506|27128|G5020|S|14408455|27128
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|2079015504238103|06065042749|Census Tract 427.49|3297754|0|G5020|S|880878|0
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|2079015504238075|06065042750|Census Tract 427.50|14799230|0|G5020|S|2292225|0
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|2079015504237938|06065042801|Census Tract 428.01|2312324|0|G5020|S|1395266|0
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|2079015504237884|06065042802|Census Tract 428.02|3156977|0|G5020|S|3156977|0
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|20790435543045|06065042902|Census Tract 429.02|43401010|0|G5020|S|42885321|0
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|20790435532364|06065042903|Census Tract 429.03|44642454|0|G5020|S|44642454|0
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|2079015504237824|06065042905|Census Tract 429.05|12479914|0|G5020|S|12479914|0
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|2079015504237789|06065042906|Census Tract 429.06|11321486|0|G5020|S|11321486|0
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|2079015504238042|06065042907|Census Tract 429.07|22745431|173862|G5020|S|22709892|173862
221704258475663|92570|ZCTA5 92570|275232113|273280|G6350|B5|S|2079015504237829|06065042908|Census Tract 429.08|5333739|0|G5020|S|5333739|0
221704258475667|92571|ZCTA5 92571|101298081|8058009|G6350|B5|S|207903717221245|06065042623|Census Tract 426.23|37470211|7778675|G5020|S|29668735|7778675
221704258475667|92571|ZCTA5 92571|101298081|8058009|G6350|B5|S|2079015504238495|06065042625|Census Tract 426.25|18119718|214848|G5020|S|18119718|214848
221704258475667|92571|ZCTA5 92571|101298081|8058009|G6350|B5|S|2079015504237982|06065042626|Census Tract 426.26|16910560|32157|G5020|S|16910560|32157
221704258475667|92571|ZCTA5 92571|101298081|8058009|G6350|B5|S|2079015504237985|06065042627|Census Tract 426.27|1157351|11245|G5020|S|1157351|11245
221704258475667|92571|ZCTA5 92571|101298081|8058009|G6350|B5|S|2079015504237971|06065042628|Census Tract 426.28|1164481|0|G5020|S|1164481|0
221704258475667|92571|ZCTA5 92571|101298081|8058009|G6350|B5|S|2079015504238378|06065042629|Census Tract 426.29|1164844|0|G5020|S|1164844|0
221704258475667|92571|ZCTA5 92571|101298081|8058009|G6350|B5|S|2079015504238020|06065042630|Census Tract 426.30|1679336|0|G5020|S|1679336|0
221704258475667|92571|ZCTA5 92571|101298081|8058009|G6350|B5|S|2079015504238247|06065042631|Census Tract 426.31|1309364|0|G5020|S|1309364|0
